Time","Strength","Firsts","Lasts","Minimum","Maximum"
"Mon Feb 13 2017 13:50:00 GMT-0500 (Eastern Standard Time)","2:31","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 13:55:00 GMT-0500 (Eastern Standard Time)","2:31","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 14:00:00 GMT-0500 (Eastern Standard Time)","2:31","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 14:05:00 GMT-0500 (Eastern Standard Time)","2:31","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 14:10:00 GMT-0500 (Eastern Standard Time)","2:31","2:15","2:50","2:13","2:50"
"Mon Feb 13 2017 14:15:00 GMT-0500 (Eastern Standard Time)","2:23","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 14:20:00 GMT-0500 (Eastern Standard Time)","2:23","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 14:25:00 GMT-0500 (Eastern Standard Time)","2:23","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 14:30:00 GMT-0500 (Eastern Standard Time)","2:23","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 14:35:00 GMT-0500 (Eastern Standard Time)","2:23","2:13","2:50","2:13","2:50"
"Mon Feb 13 2017 14:40:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 14:45:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 14:50:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 14:55:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 15:00:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 15:05:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 15:10:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
"Mon Feb 13 2017 15:15:00 GMT-0500 (Eastern Standard Time)","2:23","2:10","2:50","2:03","2:50"
