Date,Time,Movement,Duration,Phase 1 (EL) Queue,Phase 1 (EL) Wait,Phase 2 (WT) Queue,Phase 2 (WT) Wait,Phase 3 (SL) Queue,Phase 3 (SL) Wait,Phase 4 (NT) Queue,Phase 4 (NT) Wait,Phase 5 (WL) Queue,Phase 5 (WL) Wait,Phase 6 (ET) Queue,Phase 6 (ET) Wait,Phase 7 (NL) Queue,Phase 7 (NL) Wait,Phase 8 (ST) Queue,Phase 8 (ST) Wait,Period,Errors
02/15/2017,09:47:05,WT/ET,13,30,64,8,0,0,0,6,25,0,0,9,33,1,2,10,11,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:47:18,ET,7,30,77,0,0,0,0,3,38,0,0,12,0,2,15,7,24,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:47:25,ET/EL,54,30,84,0,0,5,0,5,45,0,0,10,0,5,21,13,31,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:48:26,SL/NL,10,0,0,10,51,3,55,10,106,0,0,0,0,2,82,10,11,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:48:36,SL,1,30,7,10,61,0,0,11,116,6,7,6,4,0,0,9,21,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:48:43,ST,1,30,14,9,68,0,0,11,123,9,14,0,0,0,0,10,28,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:48:44,ST/NT,22,30,16,10,70,0,0,11,125,8,16,0,0,0,0,11,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:49:13,WT/WL,19,30,44,10,98,2,20,0,0,9,44,9,9,2,6,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:49:32,WT,7,30,64,8,0,5,39,5,16,0,0,14,28,2,25,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:49:39,WT/ET,16,30,70,7,0,3,45,5,23,6,1,10,35,2,31,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:49:55,ET,7,30,87,0,0,4,62,2,39,7,18,7,0,2,48,9,14,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:50:02,ET/EL,36,30,93,0,0,5,69,5,46,12,24,10,0,2,55,12,21,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:50:38,ET,2,0,0,8,32,4,104,5,82,6,60,0,0,2,90,7,56,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:50:45,WT,2,30,0,4,39,4,111,6,89,6,67,0,0,2,97,8,63,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:50:47,WT/WL,16,30,2,4,0,4,114,6,91,8,69,0,0,2,100,8,66,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:51:10,SL/NL,7,30,25,0,0,5,136,8,114,0,0,5,0,3,122,10,88,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:51:24,ST/NT,16,30,39,13,2,0,0,9,128,12,0,7,14,0,0,9,103,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:51:47,WT/WL,19,30,62,9,25,3,10,9,1,10,22,6,36,0,0,8,1,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:52:06,WT,7,30,81,10,0,3,30,4,20,0,0,21,56,2,5,5,20,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:52:13,WT/ET,10,30,88,11,0,5,36,11,27,0,0,23,62,3,12,7,27,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:52:23,ET,7,30,98,0,0,8,46,11,37,8,3,14,0,2,22,13,37,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:52:30,ET/EL,52,30,105,0,0,6,54,12,44,7,11,20,0,3,29,13,44,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:53:29,SL/NL,7,0,0,3,45,5,112,16,103,9,69,4,1,2,88,8,103,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:53:43,ST/NT,31,30,12,10,60,0,0,17,117,9,83,5,0,0,0,10,117,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:54:21,WT/WL,19,30,50,13,98,0,0,0,0,13,122,6,38,0,0,2,2,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:54:40,WT,7,30,69,13,0,0,0,7,16,0,0,15,56,5,8,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:54:47,WT/ET,8,30,76,8,0,0,0,4,23,10,1,17,63,5,15,5,2,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:54:55,ET,7,30,84,2,0,0,0,5,32,7,10,16,0,1,24,6,11,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:55:02,ET/EL,48,30,91,3,1,0,0,3,38,7,16,14,0,1,30,8,17,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:55:57,SL/NL,10,30,2,6,57,6,23,9,94,8,72,0,0,2,86,13,73,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:56:07,NL,2,30,12,6,67,0,0,9,104,8,82,14,1,0,0,12,83,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:56:14,NT,2,30,18,8,73,1,1,4,111,5,88,10,8,0,0,12,90,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:56:16,ST/NT,32,30,20,9,75,1,3,4,0,5,90,9,9,0,0,12,91,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:56:55,WT/WL,19,30,59,22,114,2,42,0,0,9,129,13,48,0,0,3,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:57:14,WT,7,30,79,16,0,5,61,0,0,0,0,16,68,0,0,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:57:21,WT/ET,21,30,86,14,0,4,69,0,0,0,0,18,75,0,0,6,5,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:57:42,ET,7,30,107,0,0,4,90,3,2,7,8,17,0,0,0,5,26,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:57:49,ET/EL,26,30,113,0,0,4,96,4,8,7,15,15,0,0,0,5,32,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:58:15,EL,7,30,0,0,0,4,123,7,35,9,41,0,0,0,0,8,59,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:58:22,WL/EL,17,30,0,0,0,4,130,4,42,6,48,8,2,0,0,10,66,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:58:46,ST/SL,12,0,0,3,9,3,154,5,66,6,2,7,26,0,0,9,90,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:58:58,ST,7,0,0,5,21,4,0,3,78,9,14,7,38,1,5,7,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:59:05,ST/NT,17,0,0,4,27,3,1,3,84,9,20,8,44,1,11,8,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:59:29,WT/WL,19,0,0,13,52,4,11,9,1,9,45,13,69,1,36,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:59:48,WT,7,30,15,7,0,3,29,10,19,0,0,17,87,2,54,8,4,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,09:59:55,WT/ET,5,30,23,0,0,3,36,11,26,9,1,18,95,2,61,7,11,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:00:00,ET,7,30,28,13,0,9,42,11,32,12,6,18,0,2,67,12,16,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:00:07,ET/EL,35,30,35,3,1,8,49,12,39,5,13,16,0,3,74,12,23,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:00:49,SL/NL,11,30,1,12,43,5,14,15,80,12,55,0,0,2,115,11,65,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:01:00,SL,2,30,12,12,54,0,0,16,91,12,66,9,9,0,0,12,76,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:01:07,ST,2,30,20,9,61,0,0,16,99,10,73,12,17,0,0,13,83,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:01:09,ST/NT,35,30,22,8,63,0,0,17,101,12,75,11,19,0,0,12,0,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:01:51,WT/WL,26,30,64,17,105,0,0,0,0,12,117,14,60,5,5,1,1,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:02:17,WT,7,30,90,8,0,0,0,4,16,6,0,15,87,2,31,4,28,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:02:24,WT/ET,4,30,97,0,0,0,0,4,23,4,1,17,94,2,38,5,34,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:02:28,ET,7,30,101,8,0,0,0,3,27,5,5,16,0,2,42,6,38,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:02:35,ET/EL,50,30,108,2,2,0,0,3,34,5,12,14,0,2,49,7,46,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:03:25,ET,2,30,0,3,51,3,29,6,83,9,62,0,0,2,98,12,95,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:03:32,WT,2,0,0,4,58,3,36,7,91,6,69,0,0,2,106,13,102,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:03:34,WT/WL,16,0,0,6,0,3,38,7,92,5,71,0,0,2,107,14,104,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:03:57,SL/NL,6,3,21,0,0,4,61,9,116,2,1,5,5,2,131,16,127,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:04:11,ST/NT,19,30,35,5,11,0,0,10,130,5,15,7,19,2,3,18,141,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:04:37,WT/WL,19,30,61,13,37,3,2,0,0,9,41,9,45,2,28,1,1,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:04:56,WT,7,30,80,6,0,3,21,5,17,1,0,9,64,3,48,4,20,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:05:03,WT/ET,11,30,87,7,0,3,28,6,23,0,0,14,71,2,54,4,27,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:05:14,ET,7,30,99,0,0,3,39,5,35,0,0,13,0,3,66,6,38,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:05:21,ET/EL,52,30,105,6,1,3,46,6,42,0,0,14,0,4,73,7,45,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:06:20,SL/NL,9,0,0,8,60,4,105,10,101,7,50,0,0,2,132,14,105,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:06:36,ST/NT,28,0,0,6,76,0,0,11,117,6,66,0,0,0,0,15,120,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:07:11,WT/WL,19,30,23,13,111,1,3,4,1,8,101,4,2,0,0,1,1,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:07:30,WT,7,2,43,13,0,1,23,5,21,8,0,5,22,0,0,4,21,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:07:37,WT/ET,8,3,49,9,0,1,29,5,27,6,1,4,28,0,0,4,27,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:07:45,ET,7,30,57,5,0,1,38,5,36,12,4,8,0,0,0,5,36,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:07:52,ET/EL,29,30,64,0,0,1,44,5,42,9,11,12,0,0,0,6,42,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:08:21,ET,7,0,0,4,23,2,73,4,71,7,40,14,0,0,0,10,71,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:08:28,WT/ET,21,30,1,6,30,2,81,4,79,6,47,12,0,0,0,10,79,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:08:56,SL/NL,7,30,29,0,0,3,109,7,107,12,76,0,0,5,9,14,107,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:09:10,ST/NT,28,2,43,0,0,5,1,8,121,7,89,0,0,0,0,15,121,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:09:45,WT/WL,19,30,78,12,32,6,36,0,0,11,124,13,21,2,4,1,1,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:10:04,WT,7,30,97,11,0,6,55,6,11,8,0,10,40,2,24,4,20,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:10:11,WT/ET,8,30,103,7,0,6,62,6,18,4,1,9,47,4,30,4,27,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:10:19,ET,7,30,112,0,0,7,71,5,27,7,10,10,0,2,39,5,36,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:10:26,ET/EL,60,30,119,0,0,7,78,3,34,9,17,10,0,4,46,6,43,154,"Phase 3 (SL):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Fog Mode)"
02/15/2017,10:11:33,SL/NL,7,30,1,8,60,4,144,4,100,9,83,0,0,2,112,9,109,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:11:40,SL,5,30,8,10,67,4,0,3,107,9,90,0,0,1,0,7,116,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:11:47,ST,5,30,15,11,74,0,0,2,114,12,97,0,0,0,0,9,123,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:11:52,ST/NT,20,30,21,13,79,1,1,3,119,9,102,0,0,0,0,8,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:12:19,WT/WL,19,30,47,13,106,6,28,4,1,12,129,4,7,0,0,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:12:38,WT,7,30,67,13,0,5,47,4,20,4,0,5,26,2,17,10,1,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:12:45,WT/ET,17,30,74,12,0,2,54,4,27,8,1,5,33,3,24,8,8,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:13:02,ET,7,30,91,0,0,7,71,4,44,6,18,10,0,3,41,12,25,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:13:09,ET/EL,51,30,97,0,0,7,77,4,51,5,25,7,0,3,48,11,31,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:14:07,SL/NL,8,0,0,9,22,7,135,10,109,9,83,0,0,3,106,6,89,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:14:22,ST/NT,24,30,13,11,37,0,0,11,124,7,98,0,0,0,0,10,104,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:14:53,WT/WL,19,30,44,8,68,8,26,0,0,10,129,6,17,1,24,5,1,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:15:12,WT,7,30,63,8,0,8,44,5,8,1,0,8,35,1,43,8,20,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:15:19,WT/ET,11,30,70,10,0,8,51,5,15,0,0,7,42,3,50,7,27,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:15:30,ET,7,30,81,3,0,7,62,5,26,4,0,7,0,2,61,9,38,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:15:37,ET/EL,29,30,87,0,0,7,69,5,32,5,6,9,0,4,68,8,45,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:16:06,EL,7,30,0,5,16,7,98,7,61,7,35,9,0,2,97,9,74,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:16:13,WL/EL,22,30,0,9,23,8,105,8,69,10,42,0,0,2,104,11,81,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:16:42,SL/NL,9,0,0,9,52,7,134,4,98,0,0,9,10,2,133,8,110,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:16:51,SL,7,0,0,11,61,7,0,4,106,6,0,7,19,2,0,7,119,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:16:58,ST/SL,2,0,0,12,68,0,0,11,114,6,7,8,26,1,1,7,126,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:17:00,ST,7,0,0,12,70,0,0,11,115,7,8,6,28,1,3,8,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:17:07,ST/NT,13,30,0,12,77,3,1,12,122,7,15,8,35,1,10,8,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:17:27,WT/WL,19,30,20,13,97,2,21,0,0,9,36,9,55,1,30,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:17:46,WT,7,30,39,12,0,2,41,6,17,11,0,22,75,2,50,8,15,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:17:53,WT/ET,17,30,46,11,0,2,48,5,24,10,1,23,82,2,57,8,22,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:18:10,ET,7,30,62,3,0,3,64,6,40,10,18,20,0,1,73,6,39,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:18:17,ET/EL,30,30,69,0,0,3,71,7,47,10,25,19,0,4,80,8,46,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:18:47,EL,7,0,0,8,25,3,102,7,78,10,55,0,0,2,111,7,76,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:18:54,WL/EL,20,30,0,10,32,3,109,8,85,10,63,0,0,2,118,7,83,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:19:21,SL/NL,7,0,0,8,59,3,135,9,112,0,0,9,13,2,144,5,110,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:19:35,ST/NT,19,30,6,12,73,0,0,10,126,12,8,13,27,0,0,5,124,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:20:01,WT/WL,19,30,31,13,99,0,0,7,1,12,34,14,53,0,0,7,1,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:20:20,WT,7,30,51,11,0,2,16,2,21,6,0,18,73,1,7,12,5,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:20:27,WT/ET,16,30,57,9,0,4,22,3,27,0,0,19,79,1,13,7,11,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:20:43,ET,7,30,74,1,0,3,38,4,43,0,0,16,0,1,29,7,27,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:20:50,ET/EL,32,30,80,0,0,3,45,5,50,0,0,15,0,4,36,6,34,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:21:22,EL,7,30,0,2,28,4,78,4,83,4,22,0,0,2,69,9,67,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:21:29,WL/EL,12,0,0,5,35,4,85,12,90,4,29,3,2,2,76,9,74,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:21:48,SL/NL,9,0,0,9,54,6,104,14,109,0,0,6,12,2,95,11,93,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:22:04,ST/NT,24,30,9,13,69,8,0,15,124,10,6,11,27,0,0,9,108,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:22:35,WT/WL,19,30,40,12,101,2,31,6,1,10,37,13,59,3,28,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:22:54,WT,7,30,59,12,0,2,50,5,19,5,0,14,77,2,47,6,4,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:23:01,WT/ET,10,30,66,12,0,2,57,5,27,0,0,15,85,2,54,5,12,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:23:11,ET,7,30,76,5,0,3,67,6,36,2,8,14,0,4,63,4,21,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:23:18,ET/EL,37,30,83,3,2,3,75,6,44,3,15,14,0,2,71,4,29,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:23:55,EL,3,0,0,4,39,2,111,7,81,5,52,0,0,4,108,6,66,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:24:02,WL,3,0,0,4,46,2,118,7,87,6,59,0,0,3,115,7,72,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:24:05,WT/WL,18,0,0,4,49,2,122,7,91,7,0,0,0,2,118,5,76,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:24:30,SL/NL,6,30,13,9,1,2,146,9,115,0,0,11,20,2,142,6,100,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:24:44,ST/NT,18,30,27,7,15,0,0,10,129,4,11,7,34,0,0,6,114,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:25:09,WT/WL,12,30,52,12,40,0,0,0,0,3,36,9,60,0,0,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:25:21,WT,7,30,65,13,0,0,0,14,10,0,0,13,72,0,0,5,10,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:25:28,WT/ET,12,30,72,13,0,0,0,15,17,5,2,16,79,0,0,2,17,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:25:40,ET,7,30,83,7,0,2,9,15,29,4,14,14,0,0,0,2,29,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:25:47,ET/EL,34,30,90,0,0,3,15,4,36,5,21,12,0,2,2,4,36,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:26:21,EL,7,30,0,3,27,4,49,18,70,4,55,10,0,4,36,10,70,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:26:28,WL/EL,12,30,0,3,34,4,56,18,77,6,62,0,0,4,43,12,77,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:26:47,SL/NL,7,30,1,3,54,4,76,19,96,0,0,0,0,2,63,9,96,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:27:01,ST/NT,35,30,15,3,67,0,0,4,110,0,0,4,13,2,0,9,109,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:27:43,WT/WL,11,30,57,9,110,0,0,0,0,5,18,12,55,2,42,1,1,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:27:54,WT,7,30,68,11,0,2,1,0,0,4,0,13,66,2,53,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:28:01,WT/ET,13,30,75,8,0,2,8,2,0,0,0,14,73,2,60,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:28:14,ET,7,30,88,2,0,6,21,4,13,8,6,14,0,2,72,6,11,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:28:21,ET/EL,47,30,95,10,1,7,28,4,20,10,13,14,0,2,79,6,18,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:29:08,ET,7,0,0,6,49,7,75,4,67,7,61,5,0,4,127,7,65,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:29:15,WT/ET,18,30,2,8,56,6,82,5,74,8,68,9,0,3,134,6,73,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:29:40,SL/NL,6,30,26,0,0,6,107,7,99,8,92,0,0,2,158,10,97,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:29:53,ST/NT,17,30,40,2,4,0,0,7,112,8,106,0,0,0,0,11,110,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:30:17,WT/WL,19,30,64,6,28,0,0,0,0,12,130,10,21,1,6,5,2,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:30:36,WT,7,30,83,13,0,4,18,3,11,0,0,13,40,3,24,6,2,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:30:43,WT/ET,5,30,90,7,0,3,25,4,18,0,0,12,47,3,32,1,9,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:30:48,ET,7,30,95,6,0,3,29,4,22,0,0,10,0,2,36,7,14,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:30:55,ET/EL,67,30,102,0,0,6,36,5,29,0,0,9,0,2,43,7,21,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:32:09,SL/NL,10,0,0,8,62,5,111,6,104,7,54,0,0,3,117,3,95,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:32:19,SL,3,0,0,11,73,0,0,7,114,10,65,0,0,0,0,5,105,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:32:26,ST,3,0,0,9,80,0,0,7,121,8,72,0,0,0,0,6,112,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:32:29,ST/NT,15,0,0,8,82,0,0,8,123,10,74,4,0,0,0,7,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:32:51,WT/WL,17,0,0,13,104,0,0,6,1,9,96,7,22,0,0,0,0,154,"Phase 5 (WL):(Stuck Detector)"
02/15/2017,10:33:08,WT,7,4,13,11,0,0,0,4,18,0,0,8,39,2,15,10,7,154,"Phase 5 (WL):(Stuck Detector)"
