Date,Time,Movement,Duration,Phase 1 (EL) Queue,Phase 1 (EL) Wait,Phase 2 (WT) Queue,Phase 2 (WT) Wait,Phase 3 (SL) Queue,Phase 3 (SL) Wait,Phase 4 (NT) Queue,Phase 4 (NT) Wait,Phase 5 (WL) Queue,Phase 5 (WL) Wait,Phase 6 (ET) Queue,Phase 6 (ET) Wait,Phase 7 (NL) Queue,Phase 7 (NL) Wait,Phase 8 (ST) Queue,Phase 8 (ST) Wait,Period,Errors
02/17/2017,06:09:23,ET/EL,68,8,98,0,0,1,45,40,22,0,0,7,0,2,77,2,17,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:10:38,SL/NL,7,0,0,0,0,1,120,40,97,0,0,0,0,2,152,40,92,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:10:52,ST/NT,65,8,8,5,2,0,0,40,110,1,0,2,6,0,0,3,105,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:12:04,WT/WL,11,40,80,5,75,0,0,0,0,2,72,12,78,2,37,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:12:15,WT,7,40,91,5,0,0,0,40,7,0,0,12,89,3,48,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:12:22,WT/ET,5,40,98,0,0,0,0,40,15,1,0,12,97,2,55,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:12:27,ET,7,40,104,0,0,0,0,40,20,1,5,9,0,5,61,40,3,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:12:34,ET/EL,56,40,110,0,0,0,0,40,27,1,11,11,0,2,67,40,10,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:13:30,EL,7,0,0,4,53,0,0,40,82,1,67,0,0,4,123,3,65,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:13:37,WL/EL,12,0,0,3,61,0,0,40,90,1,74,6,1,4,130,40,73,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:13:56,NL/NT,7,0,0,4,80,0,0,40,109,0,0,5,20,5,149,40,92,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:14:03,NT,7,3,1,4,87,0,0,40,0,0,0,6,27,0,0,40,99,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:14:10,ST/NT,57,7,8,7,94,0,0,0,0,0,0,7,34,0,0,40,106,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:15:14,WT/WL,12,40,72,7,158,2,54,0,0,2,50,13,98,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:15:26,WT,7,40,84,2,0,2,66,40,6,0,0,12,110,0,0,40,11,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:15:33,WT/ET,4,40,91,0,0,2,73,40,13,0,0,16,116,0,0,40,18,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:15:37,ET,7,40,94,0,0,2,77,40,16,0,0,15,0,0,0,40,21,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:15:44,ET/EL,56,40,102,0,0,2,85,4,24,0,0,13,0,0,0,3,29,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:16:40,EL,7,0,0,0,0,2,141,40,80,1,2,10,0,0,0,40,85,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:16:47,WL/EL,7,0,0,0,0,2,147,40,87,1,9,0,0,0,0,40,92,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:17:01,ST/SL,7,0,0,3,1,2,161,40,100,0,0,7,11,0,0,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:17:08,ST,7,0,0,5,9,1,0,40,108,0,0,6,19,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:17:15,ST/NT,57,3,6,6,16,0,0,40,115,0,0,8,26,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:18:19,WT/WL,11,40,70,12,80,0,0,0,0,2,60,13,90,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:18:30,WT,7,40,81,6,0,2,10,40,6,0,0,15,101,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:18:37,WT/ET,48,40,88,0,0,2,17,40,12,0,0,16,108,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:19:25,ET,7,40,135,2,0,1,65,40,60,0,0,0,0,0,0,1,23,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:19:32,ET/EL,29,40,143,0,0,1,72,40,67,0,0,9,0,0,0,1,30,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:20:08,ST/SL,7,40,1,0,0,1,108,40,103,0,0,0,0,0,0,1,66,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:20:15,ST,7,40,8,0,0,0,0,40,110,2,1,7,1,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:20:22,ST/NT,65,40,15,2,3,1,0,40,117,2,8,7,8,0,0,3,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:21:34,WT/WL,12,40,87,4,75,3,72,0,0,4,80,13,80,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:21:46,WT,6,40,99,0,0,2,83,4,1,0,0,15,91,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:21:53,ET,6,40,106,0,0,1,91,40,9,0,0,16,99,0,0,40,7,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:21:59,ET/EL,72,40,112,0,0,2,96,40,14,0,0,14,0,3,3,40,12,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:23:18,SL/NL,7,2,1,5,40,1,175,40,93,5,51,0,0,3,82,40,91,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:23:32,ST/NT,65,40,15,8,54,1,1,40,107,7,66,5,9,0,0,40,106,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:24:44,WT/WL,12,40,88,8,127,1,74,0,0,11,138,8,82,2,9,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:24:56,WT,7,40,100,9,0,1,85,4,3,8,0,9,94,3,21,40,8,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:25:03,WT/ET,7,40,107,7,0,1,92,40,10,4,0,18,101,3,28,2,15,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:25:10,ET,7,40,113,3,0,1,99,40,17,2,4,19,0,2,34,3,22,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:25:17,ET/EL,70,40,121,0,0,1,107,40,24,2,12,8,0,1,42,40,30,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:26:34,SL/NL,7,40,1,5,69,3,183,40,100,2,88,0,0,1,118,40,106,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:26:48,ST/NT,59,40,15,7,83,4,1,40,114,2,102,6,10,0,0,40,120,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:27:54,WT/WL,12,40,82,11,150,3,68,40,1,4,169,16,77,0,0,0,0,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:28:06,WT,7,40,93,11,0,3,79,40,13,0,0,12,89,0,0,40,2,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:28:13,WT/ET,5,40,101,6,0,3,87,40,21,0,0,21,96,0,0,40,2,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:28:18,ET,7,40,106,0,0,3,92,40,26,0,0,20,0,0,0,40,7,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:28:25,ET/EL,72,40,113,0,0,3,99,40,32,0,0,18,0,0,0,40,14,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:29:44,ST/SL,7,0,0,6,64,2,177,40,111,0,0,0,0,0,0,40,93,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:29:51,ST,7,40,6,6,71,1,0,40,119,0,0,11,1,0,0,40,0,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:29:58,ST/NT,59,40,12,6,78,0,0,40,125,1,3,11,7,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:31:04,WT/WL,12,40,78,11,144,0,0,0,0,6,69,14,73,2,2,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:31:16,WT,7,40,90,9,0,0,0,40,8,0,0,16,85,2,14,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:31:23,WT/ET,5,40,97,7,0,0,0,40,15,0,0,18,92,2,21,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:31:28,ET,7,40,103,3,0,0,0,40,20,0,0,17,0,2,26,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:31:35,ET/EL,74,40,110,0,0,0,0,40,28,3,4,15,0,2,34,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:32:56,NL/NT,7,40,1,9,50,0,0,40,108,9,84,8,0,3,114,3,74,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:33:03,NT,7,40,8,9,57,0,0,0,0,6,91,11,6,0,0,40,81,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:33:10,ST/NT,57,40,16,10,65,0,0,40,0,4,99,9,14,0,0,40,89,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:34:14,WT/WL,12,40,79,13,128,0,0,0,0,11,162,13,77,1,36,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:34:26,WT,7,40,92,9,0,0,0,0,0,10,0,16,90,1,49,40,12,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:34:33,WT/ET,8,40,98,3,0,0,0,0,0,7,0,18,96,1,55,40,18,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:34:41,ET,7,40,106,2,0,0,0,0,0,5,8,17,0,1,63,2,26,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:34:48,ET/EL,56,40,114,0,0,0,0,40,3,4,15,14,0,2,71,3,34,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:35:44,EL,7,40,0,6,42,0,0,40,60,6,72,6,0,1,127,40,90,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:35:51,WL/EL,8,40,0,10,49,0,0,40,66,8,78,0,0,1,133,40,96,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:36:06,NL/NT,7,40,2,5,64,0,0,40,82,8,2,13,12,1,149,40,112,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:36:13,NT,7,40,9,7,71,0,0,40,0,6,9,14,18,0,0,40,119,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:36:20,ST/NT,57,40,16,7,78,0,0,40,0,9,16,13,26,0,0,40,126,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:37:24,WT/WL,12,40,80,12,142,0,0,2,1,10,80,17,90,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:37:36,WT,7,40,92,6,0,0,0,4,12,7,0,20,101,0,0,2,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:37:43,WT/ET,6,40,98,4,0,0,0,4,19,0,0,21,108,0,0,40,6,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:37:49,ET,7,40,104,0,0,0,0,40,25,3,4,19,0,0,0,40,12,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:37:56,ET/EL,73,40,112,0,0,7,4,40,32,3,11,17,0,0,0,40,19,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:39:16,SL/NL,7,40,0,9,35,4,84,40,112,6,91,8,1,1,21,40,99,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:39:30,ST/NT,57,40,14,7,49,0,0,40,127,5,106,6,16,0,0,40,114,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:40:34,WT/WL,12,40,78,12,113,1,6,0,0,10,170,16,80,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:40:46,WT,7,40,90,10,0,3,18,40,11,9,0,18,91,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:40:53,WT/ET,4,40,97,11,0,1,25,40,18,5,1,20,99,0,0,1,5,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:40:57,ET,7,40,101,11,0,1,29,40,22,4,6,19,0,0,0,40,9,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:41:04,ET/EL,67,40,108,6,0,1,36,40,29,4,12,17,0,0,0,40,16,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:42:18,ST/SL,7,0,0,9,74,7,110,40,103,8,87,14,2,0,0,40,90,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:42:25,ST,7,40,5,10,80,6,0,40,109,8,93,11,8,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:42:32,ST/NT,65,40,12,11,87,0,0,40,117,8,100,9,16,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:43:44,WT/WL,12,40,85,17,160,0,0,40,0,10,172,20,88,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:43:56,WT,7,40,96,13,0,0,0,40,11,10,0,23,99,0,0,40,7,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:44:03,WT/ET,8,40,103,11,0,2,0,40,18,9,1,25,107,0,0,2,14,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:44:11,ET,7,40,112,8,0,4,8,40,26,5,10,24,0,0,0,2,22,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:44:18,ET/EL,54,40,118,3,1,3,14,40,33,4,16,21,0,0,0,2,29,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:45:12,EL,7,40,0,6,56,3,69,40,87,5,71,13,0,0,0,40,83,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:45:19,WL/EL,10,40,0,6,63,3,76,40,94,5,78,9,1,0,0,40,90,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:45:36,ST/SL,7,0,0,16,80,3,93,40,111,0,0,14,18,0,0,40,107,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:45:43,ST,7,40,5,16,86,0,0,40,118,11,3,14,25,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:45:50,ST/NT,57,40,12,17,94,1,1,40,125,9,10,14,32,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:46:54,WT/WL,12,4,76,22,157,4,65,0,0,11,74,19,96,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:47:06,WT,7,4,88,18,0,4,77,40,6,10,0,22,109,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:47:13,WT/ET,4,3,95,15,0,4,84,40,13,7,1,23,116,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:47:17,ET,7,3,99,21,0,4,88,40,17,6,5,22,0,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:47:24,ET/EL,52,4,106,4,2,4,95,40,24,11,12,20,0,0,0,40,10,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:48:16,EL,7,0,0,6,53,4,147,40,76,7,64,8,0,1,7,40,61,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:48:23,WL/EL,8,40,0,8,60,4,153,40,82,7,71,12,1,1,14,40,68,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:48:38,SL/NL,7,40,1,9,75,4,168,40,97,4,1,13,16,1,29,40,83,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:48:52,ST/NT,65,40,15,8,89,2,1,40,111,2,15,12,30,0,0,40,97,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:50:04,WT/WL,12,40,88,30,161,1,73,40,0,6,88,19,103,2,30,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:50:16,WT,7,40,99,28,0,1,85,40,11,0,0,22,114,2,42,40,13,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:50:23,WT/ET,4,40,106,24,0,1,92,40,18,0,0,23,121,2,49,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:50:27,ET,7,40,111,12,0,1,96,40,23,0,0,22,0,2,54,40,24,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:50:34,ET/EL,67,40,118,10,1,1,3,40,30,0,0,20,0,2,61,40,31,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:51:48,SL/NL,7,40,1,9,75,4,76,40,103,4,64,0,0,2,134,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:52:02,ST/NT,65,40,16,13,90,0,0,40,118,2,79,8,2,0,0,40,120,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:53:14,WT/WL,12,7,87,15,161,4,55,0,0,10,150,16,74,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:53:26,WT,7,7,100,13,0,4,68,40,11,9,0,19,86,0,0,40,8,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:53:33,WT/ET,4,7,106,13,0,4,75,40,17,3,1,21,93,0,0,40,15,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:53:37,ET,7,7,110,14,0,4,78,40,21,3,5,21,0,0,0,40,19,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:53:44,ET/EL,67,7,118,14,2,4,86,40,29,3,12,18,0,0,0,40,26,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:54:58,SL/NL,7,2,2,18,76,7,160,40,103,7,86,0,0,1,57,40,100,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:55:12,ST/NT,64,40,16,19,90,0,0,40,116,7,100,0,0,0,0,40,114,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:56:23,WT/WL,13,8,86,22,160,0,0,0,0,8,171,16,68,1,4,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:56:36,WT,7,8,100,17,0,0,0,40,10,6,0,19,81,1,17,40,15,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:56:43,WT/ET,10,8,106,14,0,0,0,40,16,0,0,20,88,1,24,40,21,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:56:53,ET,7,9,117,4,0,0,0,40,27,2,2,19,0,1,34,40,32,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:56:59,Pedestrian Called (Phase 8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02/17/2017,06:57:00,ET/EL,67,8,123,8,1,0,0,40,33,7,9,16,0,1,41,40,38,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:58:14,SL/NL,7,40,0,10,75,2,28,40,107,6,83,0,0,3,115,40,112,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:58:19,Pedestrian Sent (Phase 8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02/17/2017,06:58:28,ST/NT,59,40,13,13,89,0,0,40,121,6,97,14,0,0,0,40,126,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:59:34,WT/WL,12,40,80,12,155,0,0,40,0,10,163,14,58,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:59:46,WT,7,40,92,13,0,0,0,40,11,9,0,16,69,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,06:59:53,WT/ET,7,40,98,10,0,0,0,40,18,8,1,17,76,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:00:00,ET,7,40,106,8,0,0,0,40,25,5,9,16,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:00:07,ET/EL,72,40,113,0,0,0,0,40,32,7,15,14,0,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:01:26,NL/NT,7,40,1,9,70,0,0,40,111,7,95,0,0,1,44,40,82,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:01:33,NT,7,40,8,9,76,0,0,40,0,5,101,0,0,0,0,40,88,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:01:40,ST/NT,57,40,15,12,83,0,0,40,0,5,108,0,0,0,0,40,95,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:02:44,WT/WL,12,40,79,13,148,0,0,40,0,9,172,14,46,2,33,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:02:56,WT,7,40,91,13,0,0,0,40,13,6,0,17,59,2,45,40,13,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:03:03,WT/ET,4,40,98,13,0,0,0,40,20,0,0,19,66,2,52,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:03:07,ET,7,40,102,13,0,0,0,40,24,0,0,18,0,2,56,40,24,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:03:14,ET/EL,67,40,109,13,2,0,0,40,31,5,0,17,0,2,63,40,31,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:04:28,SL/NL,7,40,1,11,76,6,50,40,105,6,73,3,1,1,137,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:04:42,ST/NT,65,40,15,12,90,0,0,40,118,7,87,9,0,0,0,40,119,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:05:54,WT/WL,12,40,88,15,162,0,0,40,2,9,159,14,42,0,0,2,2,190,"Phase 3 (SL):(Unresponsive Camera)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Unresponsive Camera)"
02/17/2017,07:06:06,WT,7,40,99,12,0,0,0,40,14,8,0,17,54,0,0,40,14,190,"Phase 3 (SL):(Unresponsive Camera)/Phase 5 (WL):(Stuck Detector)/Phase 8 (ST):(Unresponsive Camera)"
02/17/2017,07:06:13,WT/ET,7,8,106,12,0,0,0,40,20,0,0,20,61,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:06:20,ET,7,40,113,13,0,0,0,40,27,0,0,19,0,0,0,40,4,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:06:27,ET/EL,72,40,121,2,2,0,0,40,35,0,0,18,0,0,0,40,12,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:07:46,ST/NT,71,40,0,21,81,0,0,40,113,13,3,10,1,0,0,40,90,190,"Phase 5 (WL):(Stuck Detector)"
02/17/2017,07:09:04,WT/WL,12,40,78,25,159,0,0,0,0,10,81,13,27,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
