Date,Time,Movement,Duration,Phase 1 (EL) Queue,Phase 1 (EL) Wait,Phase 2 (WT) Queue,Phase 2 (WT) Wait,Phase 3 (SL) Queue,Phase 3 (SL) Wait,Phase 4 (NT) Queue,Phase 4 (NT) Wait,Phase 5 (WL) Queue,Phase 5 (WL) Wait,Phase 6 (ET) Queue,Phase 6 (ET) Wait,Phase 7 (NL) Queue,Phase 7 (NL) Wait,Phase 8 (ST) Queue,Phase 8 (ST) Wait,Period,Errors
02/13/2017,06:06:14,ET/EL,70,40,118,0,0,2,102,40,29,0,0,9,0,1,14,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:07:31,SL/NL,7,2,1,4,38,2,180,40,106,0,0,0,0,1,92,2,50,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:07:45,ST/NT,57,7,16,11,53,0,0,40,121,6,2,0,0,0,0,1,65,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:08:49,WT/WL,18,40,79,9,117,0,0,0,0,6,66,9,44,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:09:07,WT,7,40,97,3,0,1,11,0,0,0,0,7,62,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:09:14,WT/ET,2,40,105,0,0,1,18,0,0,0,0,9,70,0,0,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:09:16,ET,7,40,107,0,0,1,20,0,0,0,0,9,0,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:09:23,ET/EL,7,40,113,0,0,1,27,3,1,0,0,9,0,0,0,40,9,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:09:30,ET,7,40,0,0,0,1,34,3,8,0,0,4,0,0,0,3,16,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:09:37,WT/ET,36,0,0,0,0,1,40,40,14,0,0,0,0,0,0,40,23,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:10:20,ST/SL,7,40,41,0,0,1,83,40,58,1,19,0,0,1,5,40,66,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:10:27,ST,7,40,48,4,4,1,0,40,65,1,26,9,4,1,12,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:10:34,ST/NT,83,40,55,4,11,0,0,40,72,1,33,10,11,1,19,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:12:04,WT/WL,8,40,145,8,101,0,0,0,0,1,122,13,101,1,109,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:12:12,WT,7,40,153,8,0,0,0,0,0,0,0,13,109,1,117,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:12:19,WT/ET,8,40,160,7,0,0,0,0,0,0,0,14,116,1,124,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:12:27,ET,7,40,168,0,0,0,0,0,0,0,0,13,0,1,132,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:12:34,ET/EL,75,40,176,0,0,0,0,40,5,0,0,13,0,1,140,2,1,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:13:56,SL/NL,7,40,1,3,71,4,39,40,87,1,42,0,0,2,221,3,79,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:14:10,ST/NT,57,40,15,5,85,0,0,40,101,1,56,4,1,0,0,3,93,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:15:14,WT/WL,11,40,78,5,148,1,56,0,0,2,120,13,65,1,19,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:15:25,WT,7,40,90,5,0,1,67,40,9,0,0,12,76,2,31,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:15:32,WT/ET,5,40,97,0,0,1,74,40,16,0,0,14,83,1,38,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:15:37,ET,7,40,101,0,0,1,79,40,21,0,0,14,0,1,42,3,7,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:15:44,ET/EL,59,40,109,0,0,1,87,40,29,0,0,12,0,1,50,2,15,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:16:43,EL,7,40,0,4,49,1,145,40,87,1,27,0,0,2,109,40,73,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:16:50,WL/EL,9,40,0,6,57,1,153,40,95,1,34,0,0,2,116,40,81,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:17:06,SL/NL,7,3,1,5,73,1,169,40,111,0,0,6,15,2,132,2,97,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:17:20,ST/NT,57,40,14,7,86,1,1,40,124,0,0,7,29,0,0,40,110,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:18:24,WT/WL,12,40,78,8,150,2,40,0,0,5,51,12,92,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:18:36,WT,7,40,90,6,0,2,52,40,6,1,0,14,104,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:18:43,WT/ET,4,40,97,0,0,4,59,40,13,0,0,17,111,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:18:47,ET,7,40,102,0,0,2,64,40,17,0,0,16,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:18:54,ET/EL,67,40,108,0,0,2,70,40,24,0,0,14,0,2,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:20:08,SL/NL,7,40,1,0,0,1,144,40,98,0,0,0,0,2,74,1,47,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:20:22,ST/NT,65,9,15,3,10,3,1,40,112,1,0,7,9,0,0,2,60,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:21:34,WT/WL,12,40,87,10,82,1,74,0,0,3,72,12,81,1,31,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:21:46,WT,7,40,99,6,0,3,85,40,4,0,0,19,93,1,43,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:21:53,WT/ET,4,40,106,3,0,1,92,40,11,1,0,21,100,2,50,40,3,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:21:57,ET,7,40,111,0,0,1,97,40,16,1,4,13,0,2,54,40,8,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:22:04,ET/EL,75,40,117,0,0,1,103,4,22,1,10,15,0,2,61,3,14,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:23:26,SL/NL,7,0,0,3,15,1,185,40,104,5,92,6,0,1,143,40,96,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:23:40,ST/NT,57,40,12,5,29,0,0,40,118,6,106,6,13,0,0,40,110,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:24:44,WT/WL,12,40,76,8,93,1,23,40,0,7,170,16,77,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:24:56,WT,7,40,88,7,0,1,36,40,12,3,0,19,89,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:25:03,WT/ET,4,40,95,3,0,1,43,40,19,0,0,21,96,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:25:07,ET,7,40,100,0,0,1,47,40,23,0,0,20,0,0,0,40,3,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:25:14,ET/EL,47,40,107,0,0,1,54,40,30,0,0,18,0,0,0,40,9,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:26:01,EL,7,40,0,0,0,1,101,40,77,1,26,0,0,3,9,40,56,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:26:08,WL/EL,21,0,0,0,0,1,107,40,83,1,33,0,0,3,16,40,63,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:26:36,SL/NL,7,40,2,5,3,1,136,40,112,0,0,9,26,2,45,40,91,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:26:50,ST/NT,57,40,16,11,17,1,1,40,126,7,4,12,40,0,0,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:27:54,WT/WL,12,40,80,11,81,1,65,40,2,10,68,14,104,1,7,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:28:06,WT,7,40,92,8,0,1,77,40,14,4,0,23,116,1,19,3,5,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:28:13,WT/ET,4,40,98,5,0,1,84,40,21,0,0,25,123,1,26,3,12,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:28:17,ET,7,40,103,1,0,1,89,40,25,0,0,24,0,1,30,2,16,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:28:24,ET/EL,75,40,110,0,0,1,95,40,32,0,0,22,0,1,37,3,23,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:29:46,SL/NL,7,4,1,2,61,2,177,40,114,0,0,0,0,3,119,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:30:00,ST/NT,57,3,15,6,75,1,2,40,128,0,0,4,12,0,0,40,119,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:31:04,WT/WL,12,40,79,12,139,1,66,40,0,4,27,14,76,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:31:16,WT,7,40,91,9,0,1,78,40,12,1,0,17,88,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:31:23,WT/ET,4,40,98,6,0,1,85,40,18,0,0,18,95,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:31:27,ET,7,40,102,6,0,1,89,40,23,1,1,17,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:31:34,ET/EL,75,40,108,3,1,1,95,40,29,1,8,15,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:32:56,ST/SL,7,2,1,8,84,2,178,40,112,2,90,0,0,0,0,3,68,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:33:03,ST,7,6,7,8,90,1,0,40,118,2,97,8,5,0,0,0,0,190,"Phase 3 (SL):(Stuck Detector)/Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:33:10,ST/NT,57,9,15,11,98,0,0,40,125,2,104,8,13,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:34:14,WT/WL,12,40,79,15,162,0,0,0,0,9,168,13,77,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:34:26,WT,7,40,90,9,0,0,0,40,5,5,0,16,88,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:34:33,WT/ET,4,40,98,8,0,0,0,40,12,1,0,17,96,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:34:37,ET,7,40,102,4,0,0,0,40,16,1,4,16,0,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:34:44,ET/EL,49,40,108,0,0,0,0,40,23,1,10,14,0,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:35:33,EL,7,40,0,5,21,0,0,40,72,1,60,0,0,2,30,40,49,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:35:40,WL/EL,11,8,0,5,28,2,4,40,79,1,66,10,0,2,36,40,56,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:35:58,SL/NL,7,40,2,6,46,2,23,40,97,0,0,13,18,2,55,3,74,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:36:12,ST/NT,65,40,16,8,61,0,0,40,111,1,6,14,32,0,0,3,89,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:37:24,WT/WL,12,40,87,10,132,0,0,0,0,8,77,19,103,2,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:37:36,WT,7,40,99,10,0,0,0,40,6,5,0,21,115,1,12,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:37:43,WT/ET,5,40,106,2,0,0,0,40,13,1,1,22,122,1,19,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:37:48,ET,7,40,112,3,0,0,0,40,19,3,7,22,0,1,24,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:37:55,ET/EL,74,40,119,0,0,2,1,40,26,3,13,20,0,1,31,3,7,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:39:16,SL/NL,7,40,2,9,56,4,82,40,107,4,95,11,0,1,113,40,89,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:39:30,ST/NT,57,40,16,11,70,1,1,40,121,4,109,11,13,0,0,40,102,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:40:34,WT/WL,12,40,80,12,134,1,65,40,0,10,173,16,77,2,7,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:40:46,WT,7,40,92,13,0,3,77,40,12,6,0,19,89,2,19,3,4,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:40:53,WT/ET,7,40,99,11,0,4,84,40,19,1,0,20,96,2,26,40,11,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:41:00,ET,7,40,106,7,0,2,91,40,25,1,6,19,0,2,33,40,18,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:41:07,ET/EL,72,40,113,11,1,3,98,40,32,1,13,18,0,3,40,1,25,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:42:26,SL/NL,7,40,0,11,81,3,177,40,112,4,93,10,0,3,119,40,104,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:42:40,ST/NT,57,40,14,9,95,0,0,40,126,10,107,10,12,0,0,40,118,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:43:44,WT/WL,12,40,78,14,159,3,62,40,1,8,171,16,76,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:43:56,WT,7,40,89,10,0,5,73,40,13,8,0,18,87,2,9,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:44:03,WT/ET,4,40,96,9,0,3,80,40,19,7,1,20,94,3,15,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:44:07,ET,7,40,100,13,0,7,84,40,24,9,6,19,0,3,20,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:44:14,ET/EL,67,40,108,7,1,5,92,40,31,5,13,17,0,3,27,40,7,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:45:28,SL/NL,7,40,1,8,75,4,165,40,105,5,87,12,1,2,101,40,80,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:45:42,ST/NT,65,40,16,18,89,0,0,40,119,5,101,14,16,0,0,40,95,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:46:54,WT/WL,12,40,87,22,161,8,22,0,0,9,173,30,87,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:47:06,WT,7,40,99,18,0,8,34,40,8,8,0,30,99,0,0,40,8,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:47:13,WT/ET,4,40,107,15,0,6,41,40,16,2,1,30,107,0,0,40,15,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:47:17,ET,7,40,110,11,0,5,45,40,19,2,5,30,0,0,0,40,19,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:47:24,ET/EL,67,40,118,0,0,5,52,40,27,2,12,30,0,0,0,40,26,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:48:38,SL/NL,7,40,2,12,51,4,126,40,100,12,86,0,0,1,72,40,100,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:48:52,ST/NT,65,40,16,11,65,0,0,40,115,11,100,14,10,0,0,40,114,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:50:04,WT/WL,12,40,88,13,137,6,28,0,0,10,172,22,82,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:50:16,WT,7,40,100,12,0,6,40,40,5,9,0,25,94,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:50:23,WT/ET,4,40,107,12,0,6,47,40,13,6,2,27,101,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:50:27,ET,7,40,111,12,0,6,51,40,17,3,6,26,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:50:34,ET/EL,52,40,118,10,1,8,58,40,23,3,13,25,0,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:51:20,Pedestrian Called (Phase 8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02/13/2017,06:51:26,EL,7,40,0,6,53,6,110,40,76,5,65,0,0,0,0,40,52,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:51:33,WL/EL,8,40,0,6,60,6,116,40,82,5,71,8,1,0,0,40,58,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:51:39,Pedestrian Sent (Phase 8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02/13/2017,06:51:48,ST/SL,7,40,0,12,76,5,132,40,98,8,2,14,6,0,0,40,74,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:51:55,ST,7,40,6,7,82,0,0,40,104,11,8,13,12,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:52:02,ST/NT,65,40,13,9,89,0,0,40,112,5,16,12,20,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:53:14,WT/WL,12,40,85,22,161,0,0,0,0,10,88,24,92,2,32,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:53:26,WT,7,40,97,18,0,0,0,40,7,10,0,27,104,2,44,40,4,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:53:33,WT/ET,7,40,104,14,0,0,0,40,13,5,1,29,110,2,51,40,11,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:53:40,ET,7,40,111,8,0,0,0,40,20,3,8,27,0,2,58,40,18,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:53:47,ET/EL,72,40,119,5,1,0,0,40,28,3,16,26,0,2,65,40,25,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:55:06,SL/NL,7,40,1,23,80,2,34,40,107,10,94,0,0,2,144,40,104,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:55:20,ST/NT,57,40,15,24,94,0,0,40,120,10,108,0,0,0,0,40,118,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:56:24,WT/WL,12,40,79,30,158,4,45,40,0,8,172,14,62,2,14,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:56:36,WT,7,40,91,29,0,4,57,40,12,10,0,15,74,2,26,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:56:43,WT/ET,4,40,98,12,0,6,64,40,19,0,0,16,81,2,33,1,4,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:56:47,ET,7,40,102,8,0,4,68,40,23,7,1,15,0,2,37,40,8,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:56:54,ET/EL,67,40,109,0,0,4,75,40,30,7,8,13,0,4,44,1,15,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:58:08,SL/NL,7,40,1,11,56,4,149,40,104,10,82,0,0,4,118,40,89,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:58:22,ST/NT,60,40,15,11,70,0,0,40,118,8,96,14,4,0,0,40,103,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:59:29,WT/WL,26,40,83,13,137,0,0,0,0,10,164,20,72,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,06:59:55,WT,7,40,109,13,0,0,0,40,21,0,0,27,98,0,0,40,14,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:00:02,WT/ET,33,40,115,7,0,0,0,40,27,0,0,29,104,0,0,40,21,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:00:35,ET,7,40,148,0,0,0,0,40,60,2,12,22,0,0,0,3,54,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:00:42,ET/EL,29,40,156,3,2,0,0,40,68,2,20,19,0,0,0,40,61,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:01:18,ST/NT,79,8,1,13,37,0,0,40,103,11,55,12,1,0,0,40,97,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:02:44,WT/WL,12,8,87,13,123,0,0,0,0,9,141,17,49,2,18,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:02:56,WT,7,9,100,13,0,0,0,40,10,7,0,21,62,2,31,3,5,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:03:03,WT/ET,9,8,106,13,0,0,0,40,17,2,1,22,68,3,37,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:03:12,ET,7,8,115,11,0,0,0,40,26,9,10,20,0,2,46,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:03:19,ET/EL,67,8,123,9,1,0,0,40,33,7,18,19,0,5,54,40,3,190,"Phase 5 (WL):(Stuck Detector)"
02/13/2017,07:04:33,NL/NT,7,40,1,16,75,5,5,40,107,11,92,0,0,2,128,40,77,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:04:40,NT,7,40,8,9,82,6,12,40,0,12,98,19,5,0,0,40,84,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:04:47,ST/NT,60,40,15,10,89,6,19,40,0,12,106,0,0,0,0,40,91,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:05:54,WT/WL,12,8,82,23,156,6,86,1,1,12,172,12,37,0,0,40,1,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:06:06,WT,7,8,94,19,0,6,98,1,14,12,0,15,50,0,0,40,14,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:06:13,WT/ET,4,8,101,16,0,6,105,1,20,12,1,17,56,0,0,40,20,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:06:17,ET,7,8,105,15,0,6,109,2,24,12,6,16,0,0,0,40,24,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:06:24,ET/EL,67,8,112,22,1,6,116,3,31,12,12,15,0,0,0,40,31,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:07:38,ST/SL,7,9,0,28,76,6,190,40,106,12,87,14,1,0,0,40,106,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:07:45,ST,7,40,6,28,82,3,0,40,112,12,94,20,8,0,0,40,0,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:07:52,ST/NT,65,40,13,29,90,0,0,40,120,12,101,13,15,0,0,40,0,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:09:04,WT/WL,12,40,85,30,162,0,0,1,2,12,173,15,32,1,9,0,0,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
02/13/2017,07:09:16,WT,7,40,97,30,0,0,0,2,13,12,0,18,43,1,20,40,5,190,"Phase 4 (NT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 7 (NL):(Fog Mode)"
