Date,Time,Movement,Duration,Phase 1 (EL) Queue,Phase 1 (EL) Wait,Phase 2 (WT) Queue,Phase 2 (WT) Wait,Phase 3 (SL) Queue,Phase 3 (SL) Wait,Phase 4 (NT) Queue,Phase 4 (NT) Wait,Phase 5 (WL) Queue,Phase 5 (WL) Wait,Phase 6 (ET) Queue,Phase 6 (ET) Wait,Phase 7 (NL) Queue,Phase 7 (NL) Wait,Phase 8 (ST) Queue,Phase 8 (ST) Wait,Period,Errors
02/14/2017,06:12:23,ET,3,40,104,0,0,0,0,3,16,0,0,12,87,1,21,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:12:26,ET/EL,83,40,107,0,0,0,0,40,19,0,0,14,0,1,24,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:13:56,SL/NL,7,7,2,6,80,1,17,40,109,1,5,0,0,1,114,2,40,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:14:10,ST/NT,57,8,15,8,93,0,0,40,122,1,18,5,11,0,0,3,53,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:15:14,WT/WL,12,40,79,7,157,2,0,0,0,7,82,12,75,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:15:26,WT,7,40,92,6,0,1,1,40,3,1,0,13,88,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:15:33,WT/ET,4,40,99,0,0,0,0,40,9,0,0,15,94,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:15:37,ET,7,40,102,0,0,0,0,40,13,0,0,15,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:15:44,ET/EL,46,40,110,0,0,0,0,40,20,0,0,10,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:16:30,EL,7,8,0,3,35,1,35,40,66,2,13,0,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:16:37,WL/EL,22,8,0,1,42,1,42,40,73,1,20,0,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:17:06,ST/SL,7,8,1,1,71,4,71,40,102,0,0,9,23,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:17:13,ST,7,40,8,2,78,2,0,40,109,0,0,8,31,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:17:20,ST/NT,57,6,15,4,85,0,0,40,116,0,0,6,38,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:18:24,WT/WL,11,40,80,4,150,1,43,0,0,3,37,16,102,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:18:35,WT,7,40,91,1,0,2,54,40,10,0,0,18,113,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:18:42,ET,7,9,97,0,0,1,60,40,16,0,0,19,120,0,0,40,6,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:18:49,ET/EL,72,40,104,0,0,2,67,40,23,0,0,17,0,0,0,40,13,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:20:08,SL/NL,7,0,0,4,24,1,146,40,102,0,0,0,0,1,66,40,92,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:20:22,ST/NT,65,8,12,3,38,0,0,40,116,0,0,5,3,0,0,40,106,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:21:34,WT/WL,12,40,84,9,110,1,27,0,0,6,53,10,75,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:21:46,WT,7,9,96,7,0,1,39,40,8,4,0,8,87,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:21:53,WT/ET,9,9,104,5,0,1,46,40,15,0,0,9,94,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:22:02,ET,7,9,112,0,0,1,55,40,24,0,0,11,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:22:09,ET/EL,67,9,119,0,0,3,62,40,31,0,0,11,0,1,1,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:23:23,SL/NL,7,9,1,1,60,3,136,40,105,6,53,0,0,1,76,1,43,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:23:37,ST/NT,60,9,16,4,75,0,0,40,120,7,68,5,11,0,0,2,57,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:24:44,WT/WL,12,40,82,7,141,1,34,0,0,8,134,13,78,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:24:56,WT,7,40,94,5,0,1,47,40,10,7,0,15,90,0,0,2,1,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:25:03,WT/ET,8,40,101,1,0,1,53,40,17,1,1,16,97,0,0,1,1,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:25:11,ET,7,40,109,0,0,3,61,40,25,1,9,15,0,0,0,1,9,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:25:18,ET/EL,39,9,116,0,0,2,68,40,32,3,16,12,0,1,0,3,16,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:25:57,EL,7,40,0,2,32,0,0,40,71,2,56,0,0,0,0,40,56,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:26:04,WL/EL,25,40,0,4,39,0,0,40,78,2,62,0,0,0,0,40,62,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:26:36,ST/NT,71,0,0,6,71,4,0,40,110,0,0,5,28,0,0,40,94,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:27:54,WT/WL,12,40,76,8,149,3,59,0,0,3,75,9,107,1,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:28:06,WT,7,40,88,6,0,3,71,40,8,3,0,17,118,1,11,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:28:13,WT/ET,4,40,95,6,0,5,78,40,15,0,0,22,125,1,18,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:28:17,ET,7,40,100,4,0,3,82,40,20,1,3,19,0,2,22,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:28:24,ET/EL,73,40,106,2,0,4,88,40,26,1,9,16,0,1,29,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:29:44,SL/NL,7,3,1,6,80,2,169,40,107,3,90,0,0,1,110,3,83,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:29:58,ST/NT,59,8,15,7,94,0,0,40,121,3,104,0,0,1,0,40,97,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:31:04,WT/WL,12,40,81,14,160,0,0,40,1,10,169,15,57,1,65,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:31:16,WT,7,40,93,7,0,0,0,40,14,6,0,18,70,1,77,2,3,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:31:23,WT/ET,6,40,100,4,0,0,0,40,20,0,0,19,76,2,84,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:31:29,ET,7,40,106,0,0,0,0,40,26,2,5,12,0,1,90,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:31:36,ET/EL,42,40,113,0,0,2,0,40,33,2,11,15,0,1,97,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:32:18,EL,7,40,0,0,0,3,3,40,75,2,54,5,0,2,139,40,43,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:32:25,WL/EL,24,40,0,0,0,0,0,40,82,2,61,9,1,2,146,40,50,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:32:56,NL/NT,7,40,2,6,20,0,0,40,113,0,0,11,32,2,177,40,81,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:33:03,NT,7,40,8,6,27,4,4,40,0,0,0,11,39,2,0,40,88,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:33:10,ST/NT,57,40,15,6,34,1,11,40,0,2,5,11,46,0,0,40,95,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:34:14,WT/WL,12,40,80,8,98,2,75,0,0,8,69,17,110,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:34:26,WT,7,40,91,6,0,2,87,40,9,4,0,19,122,0,0,40,3,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:34:33,WT/ET,8,40,99,1,0,2,95,40,17,0,0,20,129,0,0,3,10,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:34:41,ET,7,40,106,0,0,2,102,40,24,0,0,19,0,0,0,1,18,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:34:48,ET/EL,71,40,113,0,0,2,109,40,31,0,0,15,0,0,0,2,24,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:36:06,SL/NL,7,2,1,8,64,2,188,40,110,1,13,0,0,3,76,40,103,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:36:20,ST/NT,57,40,15,8,78,0,0,40,124,8,27,9,13,0,0,40,117,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:37:24,WT/WL,12,40,79,11,142,3,56,4,2,8,91,13,77,1,16,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:37:36,WT,7,40,90,12,0,2,67,40,13,8,0,13,89,1,28,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:37:43,WT/ET,6,40,97,9,0,2,74,40,20,6,1,15,96,1,35,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:37:49,ET,7,40,104,5,0,2,81,40,27,9,7,13,0,1,41,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:37:56,ET/EL,68,40,111,2,1,2,88,40,34,6,14,11,0,1,48,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:39:11,SL/NL,7,7,1,4,75,4,162,40,108,6,88,0,0,2,122,2,58,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:39:25,ST/NT,62,40,16,8,90,0,0,40,123,8,103,11,12,0,0,1,73,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:40:34,WT/WL,12,40,84,22,158,0,0,0,0,8,172,14,80,2,7,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:40:46,WT,7,40,97,10,0,0,0,40,7,8,0,16,92,1,19,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:40:53,WT/ET,4,40,103,5,0,0,0,40,14,7,1,17,99,1,26,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:40:57,ET,7,40,108,2,0,0,0,40,18,6,6,16,0,1,30,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:41:04,ET/EL,75,40,114,0,0,0,0,40,25,6,12,9,0,2,37,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:42:26,SL/NL,7,9,1,9,77,2,57,40,107,8,94,0,0,2,119,40,53,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:42:40,ST/NT,57,9,16,8,92,0,0,40,121,7,109,12,12,0,0,40,67,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:43:44,WT/WL,12,40,79,12,155,0,0,0,0,11,172,15,75,0,0,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:43:56,WT,7,40,92,11,0,0,0,40,9,13,0,18,88,0,0,40,14,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:44:03,WT/ET,4,40,98,13,0,0,0,40,15,12,1,20,94,0,0,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:44:07,ET,7,40,103,12,0,0,0,40,20,12,6,19,0,0,0,40,25,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:44:14,ET/EL,67,40,110,12,2,0,0,40,27,10,13,17,0,0,0,40,32,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:45:28,ST/SL,7,40,0,7,75,9,60,40,100,10,86,12,1,0,0,40,106,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:45:35,ST,7,40,7,15,82,0,0,40,107,8,93,12,8,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:45:42,ST/NT,65,40,13,16,89,0,0,40,114,11,100,11,15,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:46:54,WT/WL,12,40,85,20,161,0,0,0,0,12,172,22,87,1,29,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:47:06,WT,7,40,98,16,0,6,8,40,6,10,0,25,99,1,42,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:47:13,WT/ET,4,40,104,13,0,6,15,40,13,7,1,27,106,1,48,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:47:17,ET,7,40,109,19,0,6,19,40,17,5,6,26,0,1,53,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:47:24,ET/EL,67,40,115,19,1,6,25,40,23,5,12,24,0,1,59,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:48:38,SL/NL,7,40,2,25,76,5,45,40,98,6,87,11,2,2,134,40,64,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:48:52,ST/NT,65,40,15,26,89,0,0,40,112,11,100,14,15,0,0,40,78,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:50:04,WT/WL,12,40,87,30,162,2,27,0,0,9,173,23,87,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:50:16,WT,7,40,99,27,0,2,38,40,7,10,0,26,99,0,0,3,13,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:50:23,WT/ET,4,40,106,24,0,2,46,40,15,8,2,28,106,0,0,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:50:27,ET,7,40,110,30,0,3,49,40,18,8,5,27,0,0,0,40,24,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:50:34,ET/EL,67,40,117,5,2,2,57,40,26,3,12,25,0,0,0,40,31,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:51:48,ST/SL,7,40,1,30,75,5,130,40,99,11,86,14,1,0,0,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:51:55,ST,7,40,9,30,83,9,0,40,107,12,94,13,9,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:52:02,ST/NT,65,40,15,8,89,5,2,40,113,7,100,14,15,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:53:14,WT/WL,12,40,88,30,161,7,74,0,0,12,172,26,88,0,0,40,1,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:53:26,WT,7,40,100,30,0,8,86,40,8,10,0,29,100,0,0,40,13,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:53:33,WT/ET,4,40,106,30,0,9,92,40,14,8,1,30,106,0,0,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:53:37,ET,7,40,111,30,0,7,97,40,19,5,5,30,0,0,0,40,24,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:53:44,ET/EL,67,40,118,10,2,7,104,40,26,5,12,28,0,0,0,40,32,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:54:58,ST/SL,7,40,1,30,75,7,177,40,99,6,86,8,1,0,0,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:55:05,ST,7,40,9,30,82,8,0,40,107,9,93,12,9,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:55:12,ST/NT,65,40,15,11,89,8,2,40,113,11,100,11,15,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:56:24,WT/WL,12,40,87,16,161,4,73,0,0,9,172,30,87,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:56:36,WT,7,8,99,12,0,4,86,40,7,9,0,30,99,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:56:43,WT/ET,7,9,107,12,0,4,93,40,14,9,2,30,107,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:56:50,ET,7,8,113,14,0,4,100,40,21,8,8,30,0,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:56:57,ET/EL,67,8,121,5,2,4,107,40,28,7,16,30,0,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:58:11,SL/NL,7,40,1,30,75,5,180,40,101,11,89,5,1,2,66,40,73,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:58:25,ST/NT,62,40,15,30,90,0,0,40,116,8,103,12,15,0,0,40,87,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:59:34,WT/WL,12,40,85,30,159,8,51,40,1,13,173,21,85,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:59:46,WT,7,40,96,30,0,9,62,40,12,13,0,24,96,0,0,40,13,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:59:53,WT/ET,4,40,103,13,0,9,1,40,19,12,1,26,103,0,0,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,06:59:57,ET,7,40,108,30,0,8,6,40,23,12,6,25,0,0,0,40,25,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:00:04,ET/EL,67,40,115,25,2,8,13,40,30,11,13,23,0,0,0,40,32,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:01:18,ST/SL,10,40,1,30,76,9,87,40,104,11,87,10,1,0,0,40,105,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:01:28,ST,7,40,11,30,86,6,0,40,114,10,97,13,11,0,0,40,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:01:35,ST/NT,62,40,19,30,93,0,0,40,121,13,104,13,19,0,0,0,0,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:02:44,WT/WL,12,40,88,30,162,0,0,0,0,12,173,23,88,0,0,40,2,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:02:56,WT,7,40,99,30,0,0,0,40,10,11,0,26,99,0,0,40,13,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:03:03,WT/ET,4,40,106,30,0,0,0,40,17,12,2,28,106,0,0,40,20,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:03:07,ET,7,40,111,30,0,0,0,40,22,12,6,27,0,0,0,40,24,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:03:14,ET/EL,67,40,117,30,2,9,0,40,29,10,13,25,0,0,0,40,31,190,"Phase 5 (WL):(Stuck Detector)"
02/14/2017,07:04:28,ST/SL,7,0,0,9,75,7,73,40,102,4,86,3,1,0,0,40,105,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:04:35,ST,7,40,5,10,82,0,0,40,110,4,94,6,8,0,0,40,0,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:04:42,ST/NT,65,40,13,11,90,0,0,40,117,5,101,9,16,0,0,0,0,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:05:54,WT/WL,12,40,84,18,161,10,64,0,0,8,173,30,87,0,0,40,1,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:06:06,WT,7,40,96,14,0,10,76,40,10,1,0,30,99,0,0,40,13,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:06:13,WT/ET,4,40,104,14,0,10,84,40,18,1,2,30,107,0,0,40,21,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:06:17,ET,7,40,108,1,0,10,88,40,22,1,6,30,0,0,0,40,24,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:06:24,ET/EL,67,40,114,1,1,10,94,40,29,1,13,30,0,0,0,40,31,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:07:38,ST/SL,11,0,0,9,75,9,168,40,103,4,87,3,2,0,0,40,105,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:07:49,ST,7,40,9,10,86,0,0,40,114,5,98,7,13,0,0,40,0,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:07:56,ST/NT,61,40,16,11,93,0,0,40,121,5,105,10,20,0,0,40,0,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:09:04,WT/WL,12,40,85,18,161,9,15,0,0,8,173,30,88,2,15,40,2,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
02/14/2017,07:09:16,WT,7,40,97,14,0,9,27,40,11,1,0,30,100,4,27,40,13,190,"Phase 1 (EL):(Fog Mode)/Phase 2 (WT):(Fog Mode)/Phase 5 (WL):(Stuck Detector)/Phase 6 (ET):(Fog Mode)"
